ID	log2fold	p	p.adj
ENSG00000148057	0.803300951779569	6.58698546264915e-05	0.011038958911937
ENSG00000237927	1.3365741430867	6.62519193204677e-05	0.011038958911937
ENSG00000162600	0.529092765727224	6.76961830416931e-05	0.0111893667025954
ENSG00000263874	0.743472940240739	6.88426176104331e-05	0.0112240697181068
ENSG00000254420	1.98963869120537	6.89926360872931e-05	0.0112240697181068
ENSG00000019991	1.26963572379953	7.41596717176898e-05	0.0117400451653207
ENSG00000113916	1.0010110587848	7.48116484108901e-05	0.0117400451653207
ENSG00000184611	1.31213638427352	7.50925687952655e-05	0.0117400451653207
ENSG00000242113	1.9003386298569	7.5702132032682e-05	0.0117400451653207
ENSG00000196268	0.609059901275473	7.36499494125924e-05	0.0117400451653207
ENSG00000176261	0.506417231970196	7.3573038184771e-05	0.0117400451653207
ENSG00000143457	0.450806047784214	7.61418156020022e-05	0.0117400451653207
ENSG00000110514	-0.40560308729297	7.81456990761683e-05	0.0117851699898738
ENSG00000259379	1.28900725781919	7.75848742419889e-05	0.0117851699898738
ENSG00000233184	0.987159582572845	7.80136103747919e-05	0.0117851699898738
ENSG00000255221	1.75160297931274	7.98737402620231e-05	0.0117980653692324
ENSG00000158467	-0.330302083547891	7.99442985185877e-05	0.0117980653692324
ENSG00000157657	-0.633609494357774	7.91771294645345e-05	0.0117980653692324
ENSG00000175216	-0.434783642705706	8.16249459524167e-05	0.0118220231363481
ENSG00000102780	1.171841030611	8.23953986561217e-05	0.0118220231363481
ENSG00000162972	0.479530001424309	8.22697363201468e-05	0.0118220231363481
ENSG00000070081	0.861567293463197	8.09510249021521e-05	0.0118220231363481
ENSG00000169432	1.44983045248209	8.74411548247775e-05	0.0123741212317447
ENSG00000143546	1.68369784556745	8.7160674828972e-05	0.0123741212317447
ENSG00000073712	1.80546890457762	8.88943370661459e-05	0.0124167267686594
ENSG00000173559	0.779898036486469	8.89441731649771e-05	0.0124167267686594
ENSG00000211896	2.28251130336593	8.9889015567813e-05	0.0124456885836452
ENSG00000234518	1.02825457690452	9.03563858257964e-05	0.0124456885836452
ENSG00000139613	-0.442782544530631	9.10223459346249e-05	0.0124543886712271
ENSG00000162426	-0.941446837404041	9.48355024220839e-05	0.0126305993807522
ENSG00000198561	-0.536339842100169	9.4983899669826e-05	0.0126305993807522
ENSG00000137869	3.03586094815994	9.57733295593169e-05	0.0126305993807522
ENSG00000134256	-0.834346066939279	9.35714037880639e-05	0.0126305993807522
ENSG00000151743	0.81705910316174	9.33635448157445e-05	0.0126305993807522
ENSG00000143771	0.922628381443314	9.65268896405614e-05	0.0126305993807522
ENSG00000163636	0.454847115639622	9.65894536643358e-05	0.0126305993807522
ENSG00000078053	1.36970572397275	9.96647387795177e-05	0.012950774641029
ENSG00000143353	0.58868373138377	0.000101562078619232	0.013078600003699
ENSG00000237711	1.52729288156391	0.00010222909555873	0.013078600003699
ENSG00000170340	0.979659579291611	0.000102547466269747	0.013078600003699
ENSG00000186575	-0.379313152823867	0.000104432973432116	0.0131566442931765
ENSG00000120860	0.599407136342235	0.000104005779424849	0.0131566442931765
ENSG00000170791	0.471383951203827	0.000106231188109224	0.0132219432381005
ENSG00000154479	1.24004884371877	0.000106006549779002	0.0132219432381005
ENSG00000126861	0.951642809835307	0.00011034044790047	0.0134969754179489
ENSG00000184005	1.34810937193409	0.000110400699173968	0.0134969754179489
ENSG00000173239	2.09980908337979	0.000109480062685684	0.0134969754179489
ENSG00000124222	0.359192508799095	0.000112690129479586	0.0136157354688756
ENSG00000276644	1.19926038409034	0.000112516908093976	0.0136157354688756
ENSG00000007341	0.370205095296913	0.000117414050312392	0.0141040214738624
ENSG00000271427	1.40276526301482	0.000119449457571892	0.014183593349959
ENSG00000180776	1.01973390231812	0.000119184899003377	0.014183593349959
ENSG00000097007	-0.400223912494741	0.000123113536345424	0.0141899245940113
ENSG00000232216	1.82887949187399	0.00012311145573763	0.0141899245940113
ENSG00000108262	-0.385769386955847	0.00012399211750434	0.0141899245940113
ENSG00000196466	0.819329116270226	0.000120436194066696	0.0141899245940113
ENSG00000176046	1.89656829019808	0.000124573406453664	0.0141899245940113
ENSG00000170584	0.515947326793242	0.000123890962258102	0.0141899245940113
ENSG00000168329	-0.686158398007973	0.000121614479221482	0.0141899245940113
ENSG00000115604	1.96072820262682	0.000124997157742126	0.0141899245940113
ENSG00000129673	1.28944603012954	0.000127422554072846	0.0143862152442572
ENSG00000163634	0.610246744773075	0.000129133752741764	0.0145001764423782
ENSG00000234329	0.904352863658815	0.0001311658588152	0.0146487449134099
ENSG00000011201	2.22156984724913	0.000133927308952613	0.0148767318831717
ENSG00000230551	0.545130093917577	0.000135530097971086	0.0149742639260995
ENSG00000248727	0.922972664615173	0.00013743523876569	0.0151039865326485
ENSG00000116815	0.818023887923439	0.000138992739016932	0.0151143630569939
ENSG00000164086	-0.391400071984306	0.000138850873445917	0.0151143630569939
ENSG00000143545	0.879568313172539	0.000140809823254437	0.0152317893102614
ENSG00000244675	1.18702055734671	0.00014352309649248	0.0154263132295708
ENSG00000182749	-0.6946722520297	0.000144101372310496	0.0154263132295708
ENSG00000217275	1.34183201735564	0.000145026975415412	0.0154453728817414
ENSG00000167600	-0.845216757698129	0.000146482763361139	0.0155204121733563
ENSG00000058063	0.97109326788375	0.000149819159168548	0.0157929267733743
ENSG00000113356	0.722615733037176	0.00015440516570205	0.0161937316171069
ENSG00000272181	0.982683409256377	0.000156754289325644	0.0163557490569409
ENSG00000164104	1.46374036249638	0.000157533229869379	0.0163557490569409
ENSG00000067064	1.19538010186692	0.000159222745700022	0.0163666723826277
ENSG00000180769	1.08595333494065	0.000158997956335966	0.0163666723826277
ENSG00000179152	0.787965949674931	0.000163826116904267	0.0166739477899461
ENSG00000197646	2.07483682827709	0.000163420406493908	0.0166739477899461
ENSG00000005243	-0.757149154827554	0.000166063116712594	0.0168187747764652
ENSG00000169826	1.06849416716864	0.000168907246147369	0.0170233785982965
ENSG00000086548	2.11478845902746	0.000173611444142982	0.0170308475963239
ENSG00000111886	1.3194487615264	0.00017059813027795	0.0170308475963239
ENSG00000106560	0.839310192477565	0.000171247706989207	0.0170308475963239
ENSG00000178342	1.47875786885859	0.000173927149839037	0.0170308475963239
ENSG00000023572	0.432538522940527	0.000171919752741724	0.0170308475963239
ENSG00000145050	0.504010006506854	0.000173410801823454	0.0170308475963239
ENSG00000122641	2.10615575017419	0.000175233005782597	0.0170777789267653
ENSG00000221937	1.67421991142492	0.000178611273993487	0.0172739882760565
ENSG00000122033	0.455068923943784	0.00017891842074808	0.0172739882760565
ENSG00000163568	1.4822242989404	0.000183027035737197	0.0175043375506756
ENSG00000132424	0.386534814847424	0.000183467887195158	0.0175043375506756
ENSG00000124067	-0.381118607363464	0.000183845953656483	0.0175043375506756
ENSG00000054267	0.591301230030269	0.000186344403852402	0.0176608336146535
ENSG00000100023	-0.376730850329951	0.000189204755007084	0.0177173407992054
ENSG00000167986	-0.405052868851367	0.000188542603474406	0.0177173407992054
ENSG00000090776	-0.478586730804502	0.000189561525233087	0.0177173407992054
ENSG00000134780	-0.66816390331869	0.000190430366880605	0.0177173407992054
ENSG00000088812	-0.404416095949237	0.00019122825604873	0.0177173407992054
ENSG00000118257	-0.801201524692759	0.000196854255821936	0.0181571686586474
ENSG00000198019	1.30998630546069	0.000198773746342763	0.0181719662530435
ENSG00000231621	1.23177565842398	0.000198372360305058	0.0181719662530435
ENSG00000197301	1.24488107114046	0.000200928061923228	0.0182077837166483
ENSG00000233231	0.99548570381207	0.000200277904424495	0.0182077837166483
ENSG00000132963	0.644706431870696	0.000202750470043821	0.0182926963387572
ENSG00000070366	-0.416661466920895	0.000204112409294096	0.0183355064714144
ENSG00000215039	0.395630995098225	0.000206074463101833	0.0183867010940258
ENSG00000189182	6.87494663599094	0.000206462158357001	0.0183867010940258
ENSG00000197208	1.00562386804586	0.000208292978509761	0.0184701340300007
ENSG00000127124	-0.685927098144159	0.000210689954025572	0.0186028424791553
ENSG00000054793	1.39234060348714	0.000212633392627933	0.0186159380589713
ENSG00000158411	0.563392290808778	0.000212640306951127	0.0186159380589713
ENSG00000276957	1.31111340530387	0.000213635777180843	0.0186241721195502
ENSG00000102543	0.67396793322651	0.000215035336012725	0.018667416291424
ENSG00000023909	0.711791932363223	0.000220602702321889	0.0189425808925719
ENSG00000168405	0.955186069870387	0.000221672244475956	0.0189425808925719
ENSG00000121964	0.687995121991467	0.00022003867166463	0.0189425808925719
ENSG00000205791	1.00186122722153	0.000221872347708358	0.0189425808925719
ENSG00000148481	0.614662070757585	0.000224425182347471	0.0190816818620621
ENSG00000070269	0.757241052037429	0.0002315163713149	0.0196039333923654
ENSG00000183891	0.847856243619954	0.000233037213648449	0.0196521709028188
ENSG00000242622	0.577631437798009	0.000240067941517776	0.0199198543763003
ENSG00000280832	1.18518466749497	0.000238302089256395	0.0199198543763003
ENSG00000196812	0.388743454031294	0.000238022847213417	0.0199198543763003
ENSG00000165102	-0.384696211489982	0.000239396725807477	0.0199198543763003
ENSG00000109466	1.16874789836809	0.000247582992192307	0.0204131857781948
ENSG00000250317	0.603609002795819	0.000248977436528004	0.0204131857781948
ENSG00000198604	0.895986774936101	0.00024897252443018	0.0204131857781948
ENSG00000272288	0.588523748329442	0.000250905232170228	0.0204338568227074
ENSG00000250303	1.01942648385834	0.000251207571413178	0.0204338568227074
ENSG00000183160	1.37839139073643	0.000259428423614464	0.0204446573158748
ENSG00000253328	1.10702016017915	0.000259543014058956	0.0204446573158748
ENSG00000176386	0.490339492226769	0.000258479786777747	0.0204446573158748
ENSG00000131899	-0.375396238909112	0.000255859811700083	0.0204446573158748
ENSG00000271913	0.629088416817043	0.0002525323466751	0.0204446573158748
ENSG00000267194	0.992849456523835	0.00025477709955992	0.0204446573158748
ENSG00000163633	0.528512603969903	0.000259745381502574	0.0204446573158748
ENSG00000157445	-0.71042498910563	0.000254196849115025	0.0204446573158748
ENSG00000065618	2.02121376768616	0.000260246109775668	0.0204446573158748
ENSG00000212907	-1.07695436973937	0.000267403379215305	0.0209273530983614
ENSG00000151239	0.895383679806171	0.000270922421269299	0.0211227477201698
ENSG00000183019	1.54503197125829	0.000276157386971625	0.021449954030905
ENSG00000144306	0.479207576419126	0.000279889152282163	0.0216583886715422
ENSG00000239653	1.00715347769116	0.000284351836630522	0.0219216167784448
ENSG00000099864	-1.67117238538947	0.00028669474062085	0.0220200744831501
ENSG00000213096	1.02102964266821	0.000288111457746699	0.0220469289944613
ENSG00000101751	0.678287039409242	0.000290638252944482	0.0221582175058522
ENSG00000243959	0.810479238381208	0.000294473811988529	0.0222306207137831
ENSG00000175354	0.52453727095098	0.000293655236626788	0.0222306207137831
ENSG00000205746	-1.00122927278932	0.000294815840258291	0.0222306207137831
ENSG00000079215	1.75260301326869	0.000308605352863567	0.0222645731815842
ENSG00000180425	0.402558649544947	0.000309238544403295	0.0222645731815842
ENSG00000005302	0.819560480079307	0.00030649936180152	0.0222645731815842
ENSG00000170312	1.13874635370626	0.000309065843150528	0.0222645731815842
ENSG00000068366	1.09175435613051	0.000308011051472398	0.0222645731815842
ENSG00000124490	1.89551008685601	0.000306354034906483	0.0222645731815842
ENSG00000150316	0.57910302364279	0.000303631588626619	0.0222645731815842
ENSG00000116793	0.887159233202214	0.00030594562543413	0.0222645731815842
ENSG00000159882	0.753602533968823	0.000306355407833459	0.0222645731815842
ENSG00000164096	0.79338230228289	0.000307891801764322	0.0222645731815842
ENSG00000079385	1.23736071993549	0.000309275083641386	0.0222645731815842
ENSG00000229358	1.20223626210296	0.000301234781997737	0.0222645731815842
ENSG00000263368	1.14267427563525	0.000306916728161728	0.0222645731815842
ENSG00000103249	-0.476821122928298	0.000311095534559506	0.0223178640261596
ENSG00000154582	0.521955056585822	0.000315733220647132	0.0224943588682428
ENSG00000276058	1.29371364355186	0.000315451045225591	0.0224943588682428
ENSG00000115109	0.788360242465954	0.00031743698102883	0.0225380256530469
ENSG00000163743	0.576264137601916	0.000322660616434699	0.022752528997124
ENSG00000078401	0.947624362998565	0.000322441879672083	0.022752528997124
ENSG00000075399	0.810343974209318	0.000324138288270197	0.0227789835848658
ENSG00000102805	0.41332891298683	0.000325347280836968	0.0227864412521105
ENSG00000167633	-1.01877108449753	0.000328873308218832	0.0228782876131626
ENSG00000257621	0.525270861314787	0.000327850605933076	0.0228782876131626
ENSG00000214975	1.10651081754591	0.000333851034268429	0.0231466316074497
ENSG00000171155	0.797658137533421	0.00033636732155305	0.0232430944167477
ENSG00000143633	0.423291606460358	0.000339267094277503	0.0233653247828916
ENSG00000116161	0.554867853525879	0.000353995823997065	0.0235783584961097
ENSG00000277151	-0.709452250817288	0.000349105972949781	0.0235783584961097
ENSG00000265033	0.964714651557807	0.000344938342308839	0.0235783584961097
ENSG00000147140	-0.170644559218064	0.000359478385667419	0.0235783584961097
ENSG00000211659	1.3832636090995	0.000348359328277862	0.0235783584961097
ENSG00000212978	0.413228182182652	0.000347441070499846	0.0235783584961097
ENSG00000122862	1.05080857785266	0.000358974276273733	0.0235783584961097
ENSG00000126464	-0.525506860734455	0.000355473936947831	0.0235783584961097
ENSG00000132423	0.541930623822793	0.000350908793015649	0.0235783584961097
ENSG00000139572	1.39383737669171	0.000357841371022523	0.0235783584961097
ENSG00000162604	0.341192330773677	0.000357977847359207	0.0235783584961097
ENSG00000267321	0.404229817910432	0.000344088620420554	0.0235783584961097
ENSG00000156671	0.703993117525963	0.000352078219352244	0.0235783584961097
ENSG00000171204	0.707569920645926	0.000358639601203572	0.0235783584961097
ENSG00000138777	0.600145854092026	0.000357916566627402	0.0235783584961097
ENSG00000200648	1.22057880319734	0.000362681240156497	0.0237131553888398
ENSG00000102900	-0.366750938282232	0.000364070583468484	0.0237289032335721
ENSG00000259956	-0.187436014697546	0.000367829797179173	0.0238985265393676
ENSG00000244754	0.43595088370628	0.00037132130292534	0.0240497474600014
ENSG00000258057	0.768553543612391	0.000375351629622292	0.0242051567513754
ENSG00000255538	0.882457317304216	0.000376063855437371	0.0242051567513754
ENSG00000165480	1.22063179020711	0.000380003102485098	0.024376493055218
ENSG00000106070	1.61635126379465	0.000381085487480539	0.024376493055218
ENSG00000113240	0.820678811990991	0.00039466082825447	0.025095871221991
ENSG00000164430	0.921080820457423	0.000395252305635237	0.025095871221991
ENSG00000254685	0.707918758875467	0.000399494963732919	0.025095871221991
ENSG00000227055	0.784756620448493	0.000399619652099852	0.025095871221991
ENSG00000151176	-0.659297407976447	0.000398854969385622	0.025095871221991
ENSG00000119013	1.27153134680131	0.00039692782702229	0.025095871221991
ENSG00000102738	0.436493872515612	0.000403593966174846	0.0252686513186015
ENSG00000141428	0.496234813149371	0.000405418492041694	0.0253061977766569
ENSG00000101412	1.05579451581287	0.000406905640130847	0.0253225223817573
ENSG00000277978	0.598062589222707	0.000409920846366376	0.0253253082920231
ENSG00000144028	-0.323158634106356	0.000409178275335868	0.0253253082920231
ENSG00000124380	0.636707082148112	0.000410627669417149	0.0253253082920231
ENSG00000144034	0.530385172487232	0.000413856755606885	0.0253750577851177
ENSG00000270820	0.543236125242977	0.000413890638090347	0.0253750577851177
ENSG00000258738	0.839234871455752	0.000419078659169272	0.0256171129499891
ENSG00000274987	0.86752773617404	0.000422846180562899	0.0257711650047494
ENSG00000174231	-0.463485492901183	0.000425459684296844	0.0257783652118976
ENSG00000211660	1.29900973517425	0.000425209020772	0.0257783652118976
ENSG00000253250	0.954876856948183	0.000435024855649211	0.0260684895400816
ENSG00000138286	0.280268763592582	0.000432107196625431	0.0260684895400816
ENSG00000150054	0.797550625958998	0.00043802865097672	0.0260684895400816
ENSG00000143126	-0.600950322087246	0.000433988047822908	0.0260684895400816
ENSG00000143889	0.565285892919439	0.000436650230281201	0.0260684895400816
ENSG00000023839	0.694518223811637	0.000435523324654759	0.0260684895400816
ENSG00000130783	0.614171102884365	0.000439080120030415	0.0260684895400816
ENSG00000272914	0.978043592084103	0.000441050268112077	0.0261073057608017
ENSG00000261468	0.550065392454128	0.000442261120772499	0.0261073057608017
ENSG00000178295	0.681982364557816	0.000446782380904682	0.0262990620281243
ENSG00000091844	0.935124609411048	0.000450131296989526	0.0263460700484436
ENSG00000103042	-0.47556948397736	0.000449938097210798	0.0263460700484436
ENSG00000235192	0.872676098305392	0.00046054812051342	0.0264971935645002
ENSG00000172086	0.80207315493819	0.000466407542230148	0.0264971935645002
ENSG00000156983	-0.31601828414035	0.000457197043202648	0.0264971935645002
ENSG00000173402	-0.364980379185437	0.000455058559908659	0.0264971935645002
ENSG00000163221	1.7041993319854	0.000466311778539989	0.0264971935645002
ENSG00000106588	0.507593488331762	0.000464065415085777	0.0264971935645002
ENSG00000168288	0.686728611925748	0.00046321152686161	0.0264971935645002
ENSG00000262902	-1.43689833164838	0.000460139587059541	0.0264971935645002
ENSG00000248455	1.58345004337316	0.00045892130492629	0.0264971935645002
ENSG00000225342	0.767578898283423	0.000466820505177779	0.0264971935645002
ENSG00000157483	-0.59211270206608	0.00046065105507085	0.0264971935645002
ENSG00000204277	1.39641290452366	0.000469145844729408	0.0265562254738474
ENSG00000239839	2.66416133084491	0.000472438521142295	0.0265968727120462
ENSG00000215196	1.10740487935682	0.000472041483684204	0.0265968727120462
ENSG00000223350	1.57726093389763	0.00047699890006149	0.0266358764166769
ENSG00000137802	-0.396492832175679	0.000476403908746448	0.0266358764166769
ENSG00000272211	0.782417896767389	0.000476600583220458	0.0266358764166769
ENSG00000231966	1.33732030487069	0.000482181713022851	0.0267087302218904
ENSG00000272144	0.576306378947945	0.000480859395236201	0.0267087302218904
ENSG00000113391	0.616221972962129	0.00048105223175531	0.0267087302218904
ENSG00000153037	0.492470770895574	0.000484392715837929	0.026759459630822
ENSG00000153086	0.948001779710305	0.000492379149444166	0.0269860431690863
ENSG00000095794	0.520183605338248	0.000495024943666023	0.0269860431690863
ENSG00000222179	1.52090152113116	0.000494082857646408	0.0269860431690863
ENSG00000120696	0.775328346411229	0.000490783274980005	0.0269860431690863
ENSG00000260916	0.734121633427783	0.000493644359381527	0.0269860431690863
ENSG00000162642	0.387420445026117	0.000500886132996311	0.0272337062995705
ENSG00000005381	1.72194881358804	0.000510655223084436	0.0276919883573426
ENSG00000116962	-0.795462930868306	0.000520010749948003	0.0279892624770779
ENSG00000177917	0.687703239361696	0.000519345117386041	0.0279892624770779
ENSG00000086619	0.524913003959587	0.000520201190223025	0.0279892624770779
ENSG00000197006	0.776395154269226	0.000525375132083156	0.0279952766145142
ENSG00000172172	0.840422596291096	0.000523106951471676	0.0279952766145142
ENSG00000224429	0.846371855460707	0.000524106275859135	0.0279952766145142
ENSG00000177728	-0.359357141649006	0.00052573289416928	0.0279952766145142
ENSG00000062485	-0.266579553373619	0.000532569560428306	0.0282864259331857
